source	target	weight	avg_streams
pop rap	rap	733	2206194.1990521327
rap	trap	714	2454585.35828877
hip hop	rap	613	2287253.5568181816
pop rap	trap	586	2265607.381215469
hip hop	trap	479	2156798.302631579
rap	southern hip hop	477	1875765.6402439026
hip hop	pop rap	476	2235247.1420118343
rap	rap	446	2334043.090909091
southern hip hop	trap	385	1988019.8106060603
pop rap	southern hip hop	385	1985601.3207547169
atl hip hop	rap	325	2757687.786324786
hip hop	southern hip hop	311	1677880.305785124
pop rap	pop rap	303	2208457.0303030303
pop	pop rap	299	3121709.8076923075
pop	rap	298	2764314.96855346
trap	trap	290	1935663.4233576641
atl hip hop	pop rap	262	2099489.0089285714
atl hip hop	trap	251	1765140.0543478262
dance pop	pop	250	4175460.0454545454
melodic rap	rap	224	2872601.21978022
pop	trap	221	3018716.0272727273
atl hip hop	hip hop	214	2169331.7311827955
hip hop	hip hop	212	1855873.5321100918
hip hop	pop	209	2674552.6386554623
pop	pop	192	4113773.157534247
dance pop	pop rap	188	3492701.272727273
atl hip hop	southern hip hop	187	1702139.9302325582
melodic rap	pop rap	167	2522501.9885057467
melodic rap	trap	166	2493254.25
dance pop	rap	165	3138473.2959183673
pop	southern hip hop	151	2689128.923076923
pop	post-teen pop	141	4793117.59375
pop	tropical house	140	4335504.729411765
hip hop	melodic rap	130	2601944.0
dance pop	trap	128	3362659.013157895
edm	pop	120	3969624.129411765
southern hip hop	southern hip hop	114	1466653.4054054052
dance pop	hip hop	114	3199631.447368421
gangster rap	rap	111	1349028.5
melodic rap	southern hip hop	106	1838770.4153846155
dirty south rap	rap	102	2709538.756756757
pop rap	post-teen pop	101	4216178.56
dance pop	tropical house	100	4588072.6190476185
dance pop	post-teen pop	99	4824781.5
gangster rap	pop rap	94	1228269.8780487804
atl hip hop	pop	94	3490607.683333333
dance pop	southern hip hop	93	2484526.5483870967
gangster rap	trap	90	1115872.0
dirty south rap	pop rap	87	2855470.552631579
dance pop	edm	86	4325302.68852459
post-teen pop	rap	84	3970970.4126984123
dance pop	dance pop	81	4737125.081967213
pop rap	r&b	74	2163138.8157894737
rap	urban contemporary	73	2404799.4761904757
dirty south rap	trap	73	3394675.777777778
r&b	rap	72	1922956.2558139528
electropop	pop	72	4314312.928571428
r&b	trap	71	1675219.0606060603
atl hip hop	melodic rap	70	2571789.8085106383
pop rap	urban contemporary	70	2953775.3846153845
electro house	pop	67	3533747.4716981133
gangster rap	southern hip hop	64	1047682.176470588
gangster rap	hip hop	64	1372949.4838709678
hip hop	r&b	64	1959749.4722222225
dirty south rap	hip hop	63	2632913.5862068967
hip hop	post-teen pop	62	4080254.081632652
edm	post-teen pop	61	4817760.092592591
post-teen pop	tropical house	61	5120023.547169811
atl hip hop	atl hip hop	58	1797647.5384615385
hip hop	urban contemporary	57	2672032.675
atl hip hop	dance pop	56	3878718.05
miami hip hop	rap	55	2928581.1379310344
post-teen pop	trap	55	4578526.681818182
pop	r&b	54	2217896.0
trap	urban contemporary	53	3130834.6071428573
dirty south rap	southern hip hop	52	1949012.5652173918
edm	tropical house	52	3100768.5862068967
melodic rap	pop	51	4299692.354838708
r&b	southern hip hop	50	1670836.8387096769
rap	underground hip hop	49	1904958.64
rap	toronto rap	48	1908721.5151515156
miami hip hop	pop rap	48	2909428.703703704
pop	urban contemporary	48	3454198.75
pop rap	tropical house	46	4132004.0606060605
canadian pop	rap	45	3934824.03125
edm	pop rap	44	4180446.6363636362
dance pop	electro house	44	4260750.944444444
pop rap	toronto rap	43	2092749.5161290318
toronto rap	trap	41	1858945.9677419355
miami hip hop	trap	41	3461265.75
canadian pop	pop rap	41	4363930.607142857
atl hip hop	gangster rap	40	942369.8636363636
chicago rap	rap	40	2761585.75
trap	underground hip hop	40	1067825.857142857
canadian hip hop	rap	39	2013768.3870967743
detroit hip hop	rap	38	1196914.9285714286
