artist_1	artist_2	count	song_ids
Columbine	Lujipeka	9	['7MPC1qtCR74fdc9jNdFHeH', '17y8kqTbNDd9QM3j6yln4g', '6pbCwd97Z68YM9PUpMVyHG', '0ozn4H8Oco8CczQeEXposh', '2lsJRhioew4iPjAL1uDhR9', '1op3nCu1EYmenuL7GGu8fv', '2A4sIzDJxZmHALe3iqqeFw', '3S6vNh9ZXmwkGkjkLVHiSp', '5BqqWLsKLtaBtNSCbLCBNe']
Columbine	Foda C	6	['7MPC1qtCR74fdc9jNdFHeH', '17y8kqTbNDd9QM3j6yln4g', '6pbCwd97Z68YM9PUpMVyHG', '2A4sIzDJxZmHALe3iqqeFw', '2tqgchoGFxDBuYKZUxUm8N', '3S6vNh9ZXmwkGkjkLVHiSp']
Diplo	LSD	5	['3qGDwGqdyFq3faUU4BmhdY', '4lJNen4SMTIJMahALc3DcB', '2c7GlMNmF7pbohjykutmLP', '6EMsxZwsgTOLgWNdxtCIzQ', '6Dma0t0hOe6Bd6u5YRKF3n']
Diplo	Labrinth	5	['3qGDwGqdyFq3faUU4BmhdY', '4lJNen4SMTIJMahALc3DcB', '2c7GlMNmF7pbohjykutmLP', '6EMsxZwsgTOLgWNdxtCIzQ', '6Dma0t0hOe6Bd6u5YRKF3n']
Diplo	Sia	5	['3qGDwGqdyFq3faUU4BmhdY', '4lJNen4SMTIJMahALc3DcB', '2c7GlMNmF7pbohjykutmLP', '6EMsxZwsgTOLgWNdxtCIzQ', '6Dma0t0hOe6Bd6u5YRKF3n']
LSD	Labrinth	5	['3qGDwGqdyFq3faUU4BmhdY', '4lJNen4SMTIJMahALc3DcB', '2c7GlMNmF7pbohjykutmLP', '6EMsxZwsgTOLgWNdxtCIzQ', '6Dma0t0hOe6Bd6u5YRKF3n']
LSD	Sia	5	['3qGDwGqdyFq3faUU4BmhdY', '4lJNen4SMTIJMahALc3DcB', '2c7GlMNmF7pbohjykutmLP', '6EMsxZwsgTOLgWNdxtCIzQ', '6Dma0t0hOe6Bd6u5YRKF3n']
Labrinth	Sia	5	['3qGDwGqdyFq3faUU4BmhdY', '4lJNen4SMTIJMahALc3DcB', '2c7GlMNmF7pbohjykutmLP', '6EMsxZwsgTOLgWNdxtCIzQ', '6Dma0t0hOe6Bd6u5YRKF3n']
Foda C	Lujipeka	5	['7MPC1qtCR74fdc9jNdFHeH', '17y8kqTbNDd9QM3j6yln4g', '6pbCwd97Z68YM9PUpMVyHG', '2A4sIzDJxZmHALe3iqqeFw', '3S6vNh9ZXmwkGkjkLVHiSp']
Post Malone	Swae Lee	4	['7dbka99KTWke5o9hRp0JoB', '0RiRZpuVRbi7oqRdSMwhQY', '3KkXRkHbMCARz0aVfEt68P', '4VqTRBvYg0z8C4nsl4Hupy']
Jul	Ninho	4	['4He5TSvX6WhyTeiXpdFaCZ', '4DwppHaJ76CJ0GYOFwrQoJ', '4ml7hnH3FtGeUDMhzVmnrj', '6PTvE2gQraGPgXUGmYhvwV']
Jimmy Sax	Jul	4	['3UIKfPJKE2AhLDJ7O9uOWg', '3g4peLukLzjSv1qLfqUaAh', '1n7fqc4bQcxIyxZP2IXVbg', '2pduHwu9K40i1aUyxrSpyF']
Heuss L'enfoiré	Jul	3	['2Kt4l2pz1APgItygTSoBWT', '5BfCoUcWNXcpyJfjXRIeyC', '71zBCoMz9o3fcET9SBPlOa']
Aloe Blacc	Avicii	3	['6nDKrPlXdpomGBgAlO7UdP', '2x0RZdkZcD8QRI53XT4GI5', '0n2nEtLP3OzDdi12ziIekx']
