source	target	weight	avg_streams
dance pop	pop	245	5108402.458015267
pop	pop	238	5323894.215909091
hip hop	rap	219	4250768.130841121
pop rap	rap	206	3794260.0093457946
pop	pop rap	185	4391829.916666667
hip hop	pop rap	176	3318946.686046512
pop	rap	172	4475402.168141593
rap	trap	163	4653964.153846154
hip hop	pop	155	3825472.969072165
pop	tropical house	139	5069149.406976745
hip hop	trap	139	3358653.0428571426
rap	rap	131	3928220.7450980386
pop rap	trap	131	3897105.970588235
electro	pop	130	4909350.416666667
electropop	pop	114	4461085.246753247
dance pop	pop rap	105	4122603.8055555564
hip hop	hip hop	96	3165505.666666666
pop	trap	94	4248098.821428572
pop rap	pop rap	87	3520035.9827586208
dance pop	rap	83	4049177.0508474577
dance pop	tropical house	82	5231506.584905662
dance pop	electro	74	5439570.666666667
dance pop	hip hop	73	3635832.326923077
dance pop	dance pop	71	4695415.542372881
dance pop	electropop	56	5304116.434782608
trap	trap	54	3819274.157894737
house	pop	53	4827819.083333333
pop	r&b	53	8204986.75
dance pop	trap	47	4415155.636363637
dance	pop	46	5767948.636363638
r&b	rap	44	4470832.628571428
electro house	pop	44	6692243.685714286
electro	tropical house	44	4346156.655172414
other	pop	38	5439657.25
electropop	tropical house	38	5419874.827586207
electro	pop rap	36	4412073.076923077
pop rap	r&b	35	5773869.269230769
electro	electropop	35	5147170.833333333
hip hop	r&b	32	2910632.875
pop rap	tropical house	31	4579426.136363637
electro	rap	29	3922108.9
electro	hip hop	28	3733974.263157895
tropical house	tropical house	26	3873292.8636363638
dance pop	house	25	5968737.421052633
dance pop	r&b	25	6838311.260869565
electropop	pop rap	25	5961792.5
rap	urban contemporary	25	3045580.1052631573
dance pop	other	24	4774124.875
dance pop	electro house	23	6755679.25
dance	dance pop	23	6925488.157894737
electro	trap	23	4141109.8125
other	other	22	4571172.5
indie pop	pop	22	5499789.111111111
pop	urban contemporary	22	4038081.941176471
pop rap	urban contemporary	21	3260620.666666666
