source	target	weight	avg_streams
rap	trap	653	21967369.07352941
pop rap	rap	627	21465670.967625894
hip hop	rap	516	21770115.90625
pop rap	trap	513	18693709.853448275
rap	rap	405	21990589.82889734
hip hop	pop rap	399	18465552.444444444
rap	southern hip hop	394	20341400.196891192
hip hop	trap	385	19616786.931937173
southern hip hop	trap	329	16077783.385093167
pop rap	southern hip hop	304	20501842.256410256
trap	trap	282	15607351.418478262
atl hip hop	rap	277	21235979.612244897
hip hop	southern hip hop	254	20987491.4496124
pop rap	pop rap	248	18715504.556818184
melodic rap	rap	241	16540776.283783784
melodic rap	trap	221	18532654.444444444
atl hip hop	trap	221	16029214.17094017
atl hip hop	pop rap	216	20303808.370967746
pop	pop rap	206	19442254.557251908
pop	rap	205	25192677.09219858
hip hop	hip hop	184	19532800.81889764
atl hip hop	hip hop	176	20056404.455445547
melodic rap	pop rap	171	16639523.092436975
dance pop	pop	162	22780785.18478261
pop	pop	155	26341577.794871803
atl hip hop	southern hip hop	145	17169790.91954023
pop	post-teen pop	144	23515504.07954545
hip hop	pop	137	18353281.032258064
pop	trap	136	18047711.68235294
melodic rap	southern hip hop	116	15842844.293478262
hip hop	melodic rap	115	20588111.39285714
dance pop	pop rap	111	18292796.79746836
dance pop	rap	100	22556142.51388889
atl hip hop	melodic rap	97	15907920.376623375
gangster rap	rap	94	14097452.89090909
southern hip hop	southern hip hop	92	17857508.64102564
dance pop	post-teen pop	89	17146125.483333334
pop rap	post-teen pop	85	23798214.29032258
gangster rap	hip hop	81	16503821.372093026
rap	underground hip hop	78	16577189.122807015
latin	reggaeton	78	30255002.70588235
pop	tropical house	77	20568201.10909091
post-teen pop	rap	75	27846617.25454545
pop	southern hip hop	75	17712039.0
gangster rap	pop rap	69	16505475.318181818
east coast hip hop	hip hop	69	10561315.05882353
dance pop	trap	68	19638601.25490196
edm	pop	68	22230248.33333333
electropop	pop	67	17866980.279069766
dance pop	hip hop	66	14772623.84
east coast hip hop	hardcore hip hop	65	2577537.5
trap	underground hip hop	62	17125440.680851065
gangster rap	trap	62	15935359.666666664
east coast hip hop	rap	62	20156397.42857143
hardcore hip hop	hip hop	61	6960877.4
pop rap	underground hip hop	58	15519832.64
atl hip hop	pop	56	23122886.71428572
chicago rap	rap	55	16760419.76190476
atl hip hop	atl hip hop	55	9379277.414634146
r&b	rap	55	22944026.54761905
gangster rap	southern hip hop	53	16721033.484848484
post-teen pop	trap	48	24729817.324324325
hip hop	post-teen pop	48	21754197.088235293
melodic rap	pop	48	28571181.58974359
chicago rap	trap	47	15901111.342857145
dance pop	dance pop	47	15600712.953488372
miami hip hop	rap	46	30749253.45454545
pop rap	r&b	45	16998855.65625
hardcore hip hop	rap	45	7161659.8
hip hop	underground hip hop	44	13717805.82857143
dance pop	tropical house	44	18289476.73529412
dirty south rap	rap	43	18034700.766666666
hip hop	r&b	43	10999896.26470588
latin	latin	43	30255002.70588235
post-teen pop	tropical house	42	14919121.027777778
atl trap	rap	42	16124705.333333336
conscious hip hop	rap	41	21706009.166666668
dirty south rap	trap	41	18045559.266666666
canadian hip hop	rap	41	38077781.176470585
dance pop	edm	41	20055363.393939395
chicago rap	pop rap	40	13451930.696969695
alternative hip hop	hardcore hip hop	40	2902833.0
dirty south rap	pop rap	39	19507504.344827585
miami hip hop	trap	39	30420553.23333333
melodic rap	melodic rap	38	15834143.861111112
emo rap	rap	38	28741913.96969697
emo rap	trap	38	28750127.23333333
electropop	post-teen pop	38	14719047.1
latin	tropical	38	18989364.64285714
rap	toronto rap	37	37155593.06451613
east coast hip hop	southern hip hop	37	12801690.533333333
rap	urban contemporary	37	16210959.607142854
rap	vapor trap	36	32047051.34615385
post-teen pop	post-teen pop	36	16500519.23529412
dance pop	electropop	36	15086775.206896553
latin	latin hip hop	36	23518079.11111111
dance pop	southern hip hop	36	14022023.25
hardcore hip hop	hardcore hip hop	36	2902833.0
canadian hip hop	trap	35	37741305.75862069
reggaeton	reggaeton	35	43711242.72727273
alternative hip hop	east coast hip hop	35	2902833.0
hip pop	rap	34	23444579.56
conscious hip hop	hip hop	34	18460481.86956522
edm	post-teen pop	34	18090061.06896552
miami hip hop	pop rap	34	25836333.96153846
reggaeton	tropical	34	20209325.46153846
east coast hip hop	gangster rap	34	2893566.2857142864
r&b	trap	34	11297891.0
southern hip hop	underground hip hop	33	17068307.555555556
canadian pop	rap	33	48242856.41666666
atl trap	trap	33	6604194.739130435
emo rap	pop rap	32	28521292.15384615
latin hip hop	reggaeton	32	31449494.83333333
pop rap	urban contemporary	32	14195479.782608695
gangster rap	hardcore hip hop	32	2902833.0
