source	target	weight	avg_streams
dance pop	pop	250	5881433.927419355
pop	pop rap	218	4619611.703703703
pop	rap	201	3480614.813084112
pop rap	rap	191	3125765.7763157887
pop	pop	175	6100726.062015504
dance pop	pop rap	154	4829743.044943822
hip hop	pop rap	147	3151539.7096774187
hip hop	rap	146	3449330.2857142864
hip hop	pop	146	3347462.168674698
pop	post-teen pop	140	6685796.244680853
pop rap	trap	136	3657128.3035714286
pop	tropical house	135	6282934.597560978
pop	trap	133	4324679.323076923
rap	trap	127	4147048.6
dance pop	rap	124	3965385.371794872
edm	pop	121	6221296.604938271
dance pop	tropical house	107	6308137.621212121
hip hop	trap	106	3182066.9534883727
dance pop	post-teen pop	98	6938648.0869565215
pop rap	pop rap	97	3448959.185185185
rap	rap	97	3514187.4827586208
pop rap	post-teen pop	93	5516664.602941177
dance pop	dance pop	90	6332625.5606060615
dance pop	edm	90	6295878.015873016
dance pop	hip hop	90	3952390.15
dance pop	trap	87	4777830.018867925
pop	southern hip hop	86	3664793.452830189
pop rap	southern hip hop	80	3449217.2857142864
post-teen pop	rap	77	4620292.322033898
rap	southern hip hop	76	2929887.4358974365
electropop	pop	71	6954418.980392157
edm	post-teen pop	66	7017288.142857143
post-teen pop	tropical house	63	7155720.545454546
dance pop	southern hip hop	60	3498042.75
hip hop	hip hop	59	2537993.9696969697
southern hip hop	trap	59	3559771.793103448
hip hop	post-teen pop	59	4584257.957446809
hip hop	southern hip hop	58	2350893.6875
electro house	pop	57	5619244.720930233
edm	tropical house	54	5736763.303030303
atl hip hop	pop	54	4924343.142857143
atl hip hop	rap	51	5046269.620689655
atl hip hop	pop rap	50	3158208.4827586208
trap	trap	48	3683310.5714285714
post-teen pop	trap	48	5676202.512820512
pop rap	tropical house	47	5145264.878787879
edm	pop rap	45	5630002.03125
dance pop	electro house	44	5956679.742857142
pop	uk dance	44	5042948.848484849
pop rap	urban contemporary	43	4219060.88
rap	urban contemporary	43	3300627.4827586208
r&b	rap	41	2681163.888888889
hip hop	r&b	40	2227527.36
atl hip hop	dance pop	39	5485126.740740742
pop rap	r&b	38	3483694.45
melodic rap	pop	37	6179756.1
atl hip hop	hip hop	37	3449438.9090909087
dance pop	electropop	37	7560076.966666668
hip hop	urban contemporary	37	3486872.0357142864
tropical house	tropical house	35	5443908.931034483
pop	urban contemporary	35	5290298.173913044
melodic rap	pop rap	34	5495174.045454546
melodic rap	rap	34	7138306.4
pop	r&b	33	3199425.1428571427
dance pop	uk dance	32	4926530.043478262
electropop	tropical house	31	6467779.782608695
electro house	pop rap	30	4045624.2380952383
r&b	trap	30	2923585.3846153845
edm	electropop	30	7853479.142857143
rap	tropical house	30	5048197.318181818
house	pop	29	3451684.7619047617
pop	progressive house	29	5261861.818181818
