source	target	weight	avg_streams
german hip hop	german hip hop	497	6107195.782874618
deep german hip hop	german hip hop	352	4501188.176470588
german cloud rap	german hip hop	168	3430421.13
dance pop	pop	148	5846855.315068494
pop	pop	136	6406831.166666668
german hip hop	hamburg hip hop	129	6425450.711538463
pop	post-teen pop	118	6446742.112676056
pop rap	rap	99	3412277.5660377364
pop	tropical house	95	4876638.132075472
deep german hip hop	deep german hip hop	87	2899450.9215686275
rap	trap	84	4418879.346938776
deep german hip hop	hamburg hip hop	82	3967397.878787879
german hip hop	german pop	78	7627405.269230769
edm	pop	78	5286506.488372093
albanian hip hop	german hip hop	75	5192205.456521738
pop	pop rap	75	4196299.018181819
rap	rap	73	3724299.754716981
dance pop	tropical house	72	4745458.454545454
german hip hop	german trap	69	2441294.6285714284
dance pop	post-teen pop	69	6462699.348837209
dance pop	edm	63	5064492.024390244
deep german hip hop	german cloud rap	58	4017529.8
german cloud rap	german trap	56	2864171.588235294
electropop	pop	56	6717130.448275862
hip hop	rap	56	3457985.885714285
pop	rap	54	3788270.081081081
dance pop	dance pop	52	5469996.710526316
pop rap	trap	48	3924863.5
post-teen pop	tropical house	47	4780395.083333333
german hip hop	german underground rap	42	3141004.277777778
edm	tropical house	41	4733872.434782608
dance pop	pop rap	40	4780609.0
edm	post-teen pop	39	5252756.433333334
german cloud rap	german cloud rap	37	4960449.5
melodic rap	rap	37	4405468.28
hip hop	pop rap	37	4141737.0357142864
pop rap	pop rap	37	4377802.545454546
rap	southern hip hop	37	3147645.576923077
pop	uk pop	35	7637476.620689655
electro house	pop	34	4567357.045454546
deep german hip hop	german trap	33	1641330.5
deep german hip hop	german underground rap	28	3672386.4
pop	uk dance	28	5171460.285714285
atl hip hop	rap	28	4962601.611111111
electropop	tropical house	27	6060604.5625
melodic rap	trap	26	5235841.590909091
dance pop	uk dance	26	4862850.916666667
dance pop	electro house	26	4273212.882352942
latin	reggaeton	26	8781145.0
pop rap	post-teen pop	26	4044020.0
dance pop	electropop	25	5662177.285714285
tropical house	tropical house	25	4733872.434782608
latin	pop	25	8629876.375
hip hop	trap	25	4597488.0
pop	reggaeton	24	9013163.2
dance pop	rap	24	5078168.52631579
post-teen pop	post-teen pop	24	8372256.0
albanian hip hop	deep german hip hop	23	5032939.043478262
canadian pop	pop	23	10429186.166666666
german hip hop	turkish hip hop	22	1715843.0
german trap	german trap	22	2164733.5
pop	trap	22	4380322.0
melodic rap	pop rap	22	4227085.222222222
german pop	german pop	22	4195447.5
albanian hip hop	albanian hip hop	21	5303637.285714285
pop rap	southern hip hop	21	4373229.05882353
german underground rap	hamburg hip hop	20	3570123.272727273
edm	electropop	20	5854412.6
electropop	post-teen pop	20	6550212.5
house	pop	20	4242982.777777778
big room	dance pop	20	3568952.5
trap	trap	20	4025993.833333334
dance pop	uk pop	20	4803393.9375
tropical house	uk pop	20	4531860.466666667
hamburg hip hop	hamburg hip hop	19	5582419.0
dance pop	latin	19	9555369.142857144
dance pop	reggaeton	18	10068814.923076924
latin	pop rap	17	7586528.846153846
dance pop	house	17	3448658.8571428573
big room	pop	17	4709869.5
electro house	tropical house	17	4257175.642857143
german hip hop	pop urbaine	17	2956157.727272727
dfw rap	rap	17	4022914.230769232
german hip hop	latin hip hop	17	7559747.0
german hip hop	reggaeton	17	7559747.0
german cloud rap	german pop	17	6064174.625
edm	uk pop	17	4443467.866666666
dfw rap	trap	16	5428592.428571428
pop rap	reggaeton	16	7978691.75
tropical house	uk dance	16	4095620.777777778
electro house	post-teen pop	16	3985469.307692308
edm	pop rap	16	7773010.571428573
german cloud rap	hamburg hip hop	15	5202408.785714285
pop	r&b	15	4675523.25
post-teen pop	uk dance	15	4633329.2
edm	edm	15	6255122.545454546
christlicher rap	german hip hop	15	4120488.7692307686
southern hip hop	trap	15	3665627.166666666
hip hop	pop	15	2441517.714285714
latin	latin	15	10107689.333333334
pop rap	uk pop	15	3808954.1
post-teen pop	uk pop	15	9011356.92857143
german hip hop	kosovan pop	14	10420428.857142856
deep german hip hop	german pop	14	6083522.181818183
edm	electro house	14	4888099.916666667
alternative r&b	pop	14	8051491.0
french hip hop	german hip hop	14	3574910.125
pop rap	tropical house	14	4706027.1
latin	rap	13	9998489.111111112
rap	reggaeton	13	9998489.111111112
electropop	electropop	13	8811040.57142857
edm	uk dance	13	3640375.166666666
big room	tropical house	13	4709839.111111111
atl hip hop	pop rap	13	4090776.1818181816
german alternative rap	german hip hop	13	777329.5555555555
house	uk dance	12	5098390.666666667
big room	edm	12	5242736.125
swedish pop	tropical house	12	1988841.875
dance pop	trap	12	5296195.833333333
atl hip hop	trap	12	3394496.8
hip hop	melodic rap	12	3624121.25
rap	uk pop	12	4652126.875
post-teen pop	rap	12	4310182.2
atl trap	rap	11	5919580.571428573
gangster rap	rap	11	7227900.666666668
pop	swedish pop	11	1988841.875
edm	latin	11	13072518.875
canadian pop	rap	11	4378398.111111111
reggaeton	reggaeton	11	7114729.833333332
latin	trap latino	11	8429911.25
pop	progressive electro house	11	6760486.777777777
modern rock	pop	11	6781089.0
melodic rap	pop	11	3294456.545454545
moombahton	pop	11	3754235.5
german hip hop	turkish trap	10	1711107.111111111
house	post-teen pop	10	3826242.666666666
house	tropical house	10	3366540.666666666
edm	swedish pop	10	1792487.7142857143
dance pop	swedish pop	10	754203.25
edm	reggaeton	10	14528511.0
dfw rap	pop rap	10	3733136.555555557
german hip hop	german rock	10	3797808.222222222
pop rap	r&b	10	2237801.375
german hip hop	trap	10	5491297.0
reggaeton	trap latino	10	3940472.0
edm	pop edm	10	4567282.4
pop edm	tropical house	10	4567282.4
pop	pop edm	10	5622497.0
canadian pop	tropical house	9	6972355.4
edm	house	9	3950516.2
melodic rap	southern hip hop	9	1908652.4444444443
christlicher rap	deep german hip hop	9	5088519.25
hip hop	hip hop	9	5063993.333333333
conscious hip hop	rap	9	4149576.5714285714
canadian pop	dance pop	9	11669082.875
canadian pop	pop rap	9	4378398.111111111
canadian hip hop	rap	9	4708216.888888889
rap	toronto rap	9	5170544.875
german hip hop	rap	9	5812381.875
dance pop	pop edm	9	4567282.4
bmore	pop	9	3754235.5
ninja	pop	9	3754235.5
latin	post-teen pop	9	9629716.666666666
brostep	pop	9	4177561.625
albanian pop	german hip hop	9	1653371.666666667
albanian hip hop	kosovan pop	8	10859556.75
german pop	turkish hip hop	8	5031032.714285715
big room	uk dance	8	3950516.2
electro house	uk dance	8	3950516.2
big room	swedish pop	8	939158.0
atl hip hop	melodic rap	8	6704004.5
canadian hip hop	pop rap	8	7373555.0
r&b	rap	8	2233106.375
pop	viral pop	8	12743601.875
german hip hop	rap francais	8	5444950.75
pop	progressive house	8	6266737.75
pop	southern hip hop	8	1022089.625
post-teen pop	trap	8	2376730.5
pop	urban contemporary	8	3828176.2857142864
australian pop	pop	8	5531151.25
post-teen pop	reggaeton	8	10979545.2
electro house	uk pop	8	4800618.25
german alternative rap	german cloud rap	8	461403.5
miami hip hop	rap	8	4043554.0
latin	tropical	8	14395067.5
rap	trap latino	8	8500692.0
german cloud rap	turkish hip hop	7	1699898.4285714286
latin	trap	7	9704985.0
reggaeton	trap	7	9704985.0
canadian pop	electropop	7	7040712.25
big room	post-teen pop	7	2749232.1428571427
german hip hop	rap marseille	7	1437081.2
atl hip hop	hip hop	7	3598980.2857142864
pop rap	toronto rap	7	5970022.0
francoton	german hip hop	7	7133530.0
dance pop	progressive electro house	7	6166263.833333332
rap	rock	7	1815495.75
german pop	german rock	7	652127.4285714285
uk dance	uk pop	7	4712261.285714285
australian dance	pop	7	556622.0
pop	tropical	7	7617746.2
hip hop	southern hip hop	7	7598608.666666668
contemporary country	pop	7	3908388.0
pop rap	trap latino	7	8500692.0
emo rap	trap	7	5104122.6
latin	tropical house	7	10704568.5
pop	trap latino	7	6378342.8
german cloud rap	turkish trap	6	1832856.333333333
kosovan pop	kosovan pop	6	12639525.333333336
canadian pop	edm	6	6972355.4
electropop	melodic dubstep	6	7154587.666666668
melodic dubstep	pop	6	7154587.666666668
disco house	uk dance	6	2938893.666666666
filter house	uk dance	6	2938893.666666666
uk dance	vocal house	6	2938893.666666666
dance pop	disco house	6	2938893.666666666
dance pop	filter house	6	2938893.666666666
dance pop	vocal house	6	2938893.666666666
disco house	pop	6	2938893.666666666
filter house	pop	6	2938893.666666666
pop	vocal house	6	2938893.666666666
edm	europop	6	12992835.833333336
europop	tropical house	6	12992835.833333336
edm	rap	6	12421660.2
pop	uk hip hop	6	916770.5
uk hip hop	uk pop	6	916770.5
philly rap	rap	6	2878515.5
atl hip hop	dfw rap	6	7167543.166666668
dfw rap	southern hip hop	6	1004551.5
nc hip hop	rap	6	3490743.75
electro house	viral pop	6	4407921.0
dance pop	viral pop	6	13514990.166666664
german dance	pop	6	4032206.666666666
german hip hop	turbo folk	6	5080617.5
german hip hop	pop rap	6	4854243.0
progressive electro house	tropical house	6	8741251.75
emo	pop	6	7296597.75
chicago rap	trap	6	4353265.833333333
trap	uk pop	6	5196666.8
pop	uk contemporary r&b	6	1289790.75
electropop	pop rap	6	3287366.5
dance pop	melodic rap	6	3162155.166666666
post-teen pop	r&b	6	3626519.6
pop rap	urban contemporary	6	985060.3333333336
indie poptimism	pop	6	7455533.0
latin hip hop	reggaeton	6	9905628.25
latin	latin hip hop	6	12933544.666666664
reggaeton	reggaeton flow	6	6348912.0
reggaeton	tropical	6	12933544.666666664
emo rap	rap	6	4805074.333333333
german hip hop	german indie	6	4881378.75
reggaeton	tropical house	6	13312566.666666664
pop	queens hip hop	6	2045289.5
canadian hip hop	trap	6	5528037.666666667
belgian edm	latin	6	20575777.0
belgian edm	reggaeton	6	20575777.0
belgian edm	tropical	6	20575777.0
dance pop	r&b	5	8695671.25
big room	house	5	3542647.4
electro house	house	5	3542647.4
big room	electropop	5	2023145.8
europop	pop	5	7506340.2
edm	trap	5	10492157.4
pop house	uk dance	5	21451266.33333333
atl hip hop	southern hip hop	5	3536599.2
german hip hop	german reggae	5	6327223.6
conscious hip hop	pop rap	5	5143409.0
gangster rap	pop rap	5	6630218.6
alternative r&b	electropop	5	9846088.25
french pop	german hip hop	5	9548484.5
german hip hop	rap conscient	5	9548484.5
deep big room	tropical house	5	3387887.666666666
dance pop	progressive house	5	4586202.333333333
edm	progressive house	5	4908619.5
progressive house	tropical house	5	4908619.5
hip hop	uk pop	5	4393086.5
melodic rap	uk pop	5	5834724.2
canadian pop	post-teen pop	5	16623950.2
dance pop	neo soul	5	9659946.0
neo soul	pop	5	9659946.0
neo soul	tropical house	5	9659946.0
dance pop	uk contemporary r&b	5	1530830.333333333
tropical house	uk contemporary r&b	5	1530830.333333333
uk contemporary r&b	uk pop	5	1582415.0
indie poptimism	pop rap	5	3430168.4
electropop	rap	5	822067.3333333335
etherpop	rap	5	822067.3333333335
indie poptimism	rap	5	822067.3333333335
post-teen pop	southern hip hop	5	1004246.4
dfw rap	pop	5	1037198.6
latin hip hop	pop	5	7956312.75
dance pop	tropical	5	8968181.75
house	uk pop	5	3682831.2
brostep	dance pop	5	2259784.25
brostep	pop rap	5	1598016.25
german alternative rap	german trap	5	409494.5
rap	urban contemporary	5	423320.5
latin	reggaeton flow	5	9112428.5
latin	puerto rican pop	5	15326889.5
