source	target	weight	avg_streams
hip hop	rap	817	2350793.689189189
pop rap	rap	750	2215212.378995434
rap	trap	735	2455976.984375
hip hop	pop rap	643	2206918.384236453
hip hop	trap	637	2170528.104395604
pop rap	trap	591	2265607.381215469
rap	rap	466	2339534.121827411
hip hop	hip hop	366	1806528.7666666661
pop	rap	336	2804900.392265193
pop	pop rap	329	3167137.7142857136
hip hop	pop	321	3011375.26519337
pop rap	pop rap	303	2208457.0303030303
trap	trap	297	1923776.3913043481
dance pop	pop	274	3931289.405405405
pop	trap	242	3001484.2539682537
pop	pop	236	3984701.0674157306
dance pop	pop rap	188	3492701.272727273
dance pop	rap	170	3117336.272727273
dance pop	hip hop	163	3150790.4455445544
pop	tropical house	157	3949129.649484536
electro	pop	147	3874523.1
dance pop	trap	128	3362659.013157895
r&b	rap	119	2445513.3243243243
hip hop	r&b	112	2692332.4571428574
pop rap	r&b	104	2747454.28125
dance pop	tropical house	100	4588072.6190476185
r&b	trap	98	2237299.1346153845
electropop	pop	98	3785826.2236842094
pop	r&b	90	3075321.457627118
dance pop	electro	88	4257681.935483871
dance pop	dance pop	81	4737125.081967213
electro house	pop	79	3463982.1746031744
rap	urban contemporary	75	2404799.4761904757
hip hop	urban contemporary	71	2905951.5
pop rap	urban contemporary	70	2953775.3846153845
house	pop	67	3093221.8518518517
pop	urban contemporary	55	3186242.8947368427
electro	tropical house	55	3001836.833333333
trap	urban contemporary	53	3130834.6071428573
dance pop	electropop	51	4650056.12195122
dance pop	r&b	50	3412120.3571428573
electro	pop rap	47	3953798.514285714
dance	pop	47	3514078.8
electropop	tropical house	47	3813294.8
pop rap	tropical house	46	4132004.0606060605
dance pop	electro house	45	4348622.378378378
rap	soul	44	1695094.4285714286
electro	electropop	41	3626296.25
hip hop	soul	39	2289441.8518518517
dance pop	house	39	3016080.53125
electro	hip hop	36	3846484.7142857136
electro	rap	36	4443701.25
soul	trap	35	2078562.5909090908
tropical house	tropical house	34	2915245.75
electro house	pop rap	33	3436637.875
indie pop	pop	33	2360574.214285714
hip hop	tropical house	33	3808193.84
dance	dance pop	31	3557470.6086956523
electro house	rap	31	3630097.7619047617
rap	tropical house	31	4695238.1
pop rap	soul	31	2576550.541666666
dance pop	urban contemporary	31	3240620.3181818184
electro	trap	30	3978281.791666666
electropop	pop rap	29	2547101.923076923
house	pop rap	29	3154577.619047619
pop	soul	29	2558503.25
electro house	hip hop	29	3327640.304347826
trap	tropical house	27	4472175.571428572
electro	r&b	25	3909415.72
electro house	trap	25	3619484.142857143
hip hop	house	25	2825495.75
dance	pop rap	24	4222182.1875
house	rap	24	3459218.625
indie pop	tropical house	24	2839889.15
electro	electro	24	2758510.75
r&b	tropical house	23	2822230.0434782607
electropop	rap	22	2846531.8888888885
dance	rap	22	3792879.857142857
other	pop	21	2402599.375
dance	hip hop	21	3367682.1875
electro	electro house	21	2667896.785714286
house	r&b	20	3820989.8
house	tropical house	20	1736119.7647058824
electro	indie pop	20	1800810.8125
electro house	tropical house	20	2322407.1333333333
electropop	indie pop	19	2534678.888888889
house	trap	19	3424869.733333333
r&b	urban contemporary	18	3298823.666666666
electro house	electropop	18	3260184.3529411764
electro house	r&b	18	4199911.888888889
dancehall	pop	17	3220579.25
dance pop	soul	17	3398829.6875
dance pop	indie pop	17	1579255.2666666666
r&b	r&b	16	3183353.9
dance	trap	16	4089301.75
electropop	electropop	16	2453655.6875
electropop	hip hop	15	2555261.6923076925
