artist_1	artist_2	count	song_ids
Bonez MC	RAF Camora	33	['7gdu5DTokNs8X7YvD62oIy', '05Mp2UJulSttxQ4E6hQPH3', '0mjbIwkdLPK5g2nGzhacjU', '4HIv1dRF270YMyfvuxnF0d', '3AOVbKm3vZl17WfEhILSw6', '2x2rt9LTpn2ofDPWnzRmgV', '4FwwXRuwzJcpmfCR8ltO9b', '3uMpllxUKlpuXHczoHJ0U5', '7istTRCq9OK5cEC8sPAc50', '6AeDcN4Qqe71Jp4p46uyID', '5gGy6V9LSvMWjYECDTcvxf', '6Cy4jkukjKnIqGYkU7xCeF', '6pLKMPAUlBCjHjylj2Nbd9', '1uGERQ2DVv7j9WSsWzOHVp', '6wHRm1KR8pzVDPdmR6Qovj', '2ScbGzrUTiywyaUS1MRUTJ', '2HZDTyDJw4bFK9VQd75m9B', '610WYIsrvfJyEXTbtz45Mm', '27CUvggbN4O6ASZEsExeAi', '2SRVj6ceeIffVEm9NFyRHI', '641R77CBy4bOLGRcA9sgHy', '18Zpt1MlMp5PgRfMd8YQ9Z', '4Bj3usjRTckEJARO0dLbDf', '4laEZVWxnUoejYvxlLscPN', '4JxvECbZ3Oes1eUrmhQNSH', '4NrwzWgZfNHb7dpNrEEQqX', '2GZclC05PpJPT3JZbFgywD', '1H3oIeKUEHpBhXUiso0IMH', '4XHP5B63UsW0GniEx7oMHu', '4UOXo3xWnxYdTf3sFyRaUG', '6hjck7ERXicpsW51UkdHCA', '6WgfIzuv2fdPatsdx6e1jW', '3ZSBSPyxGEHQkaoVgF2nMI']
Farid Bang	Kollegah	22	['1xu3hOvbB9k2T4iYYlXd1Z', '7hYRZQdCFwLjb3xCPzw0lr', '1NMlIuNSa0bYubSP5gj42g', '18Uay1003reV0z2KaK97NY', '0W2XzooEtlywvK93oFrLgB', '5lIWCyAsVuAqugo4AWIdth', '2dNJAeT897gmlIIzLBOanb', '5zSjvI2dRCXENacMKKu0eU', '3cS07LwCUTkNXJ3jHsYcam', '4iqFmFJYEwKUlQVbdbJwDC', '3KltQSuFrzVTWDBiJx0JaZ', '6F0fXw4G0dqRWJnvWPZM67', '6BN2pBGrlTkRDVU73Rvivz', '4xMwg5vubV5TxpWMFwTEvm', '4KQ6s5ub3TfFbID6TVsRhW', '3cGtyUeJwEHyBufXQkF0S8', '49qz2ADX5LuXaAcjDQSpLU', '6Kga4XCHx46ynEtZBI12OA', '6wGhLzq97DAzDrgOLit3kD', '4Wt0Gv5sRMX9sCCT3jjkVk', '5jTucmT3laryNOicpIK9qx', '79dhp6g8Lm1AzkWTOv3L31']
Casper	Marteria	13	['0y24DoHidmvf1LxVIx045R', '4znBzeGeuIAxllDaNdT5gz', '7CNOytXNUs2R1PGux7kpPr', '74b2K7bBkccYxuYyQnKRS6', '58pfccNIRzIHDZVrHMOq3q', '4jT1jt9doFkHioj1Gr9qZ7', '0CbmM8sKLUr2BV3xULRn6R', '3W7NVI1Weq2N2rRH1nbHCj', '1hhhJKOi5amv2eKGNbSgrn', '57huO7bLedlrVdKGNwuZAW', '2PogneD4c7isUlvNo2k2XM', '0rdre1ZKpF897sqtwSYit6', '1PGzrNB3G5roihz0KiYPcE']
Bonez MC	Gzuz	10	['4Bj3usjRTckEJARO0dLbDf', '1uGERQ2DVv7j9WSsWzOHVp', '7g7aSJiEcQP8s3PTzqM4Fj', '6ciUAqm3B0sJU57CJIAOby', '1Jnl8QKwc6NBLNbYahGExG', '6mw02h3qbWmuq2bJCRjRAe', '1H3oIeKUEHpBhXUiso0IMH', '27CUvggbN4O6ASZEsExeAi', '2bCZyD1ObacfnBhYi4t37d', '3aDYo34VzVf2i8aJyJk0ca']
		8	['5cjecvX0CmC9gK0Laf5EMQ', '5fBLHMccZTRyCxFI17YjQB', '0ocIyziRJhnicqGm1u0m1X', '1xSTaiXN33Y5chE2bFixVo', '3ireeOPKD5i6wN6CBp5koM', '1Rn0dmvcmrkM16ImY8TObH', '34IY2117PizF4NoRPoMth6', '5rbXOUQCaYcSnW5EOgfVaD']
Azet	Zuna	8	['3RyEm3E4HOrqU9J7j46oIA', '3sgGmPQD2J6aQduN36RDBO', '31Zs71Yb7YoPlFx2p1uKRX', '3Cw0IAdjDgjyD4AEY4o2ZW', '1cDlVA17fnLm50ssTlS1ZQ', '1wtKmJbFITh1WRz70QWksh', '6BPbNmOnVGHxVWRqeWvJaJ', '10dN5H1COWZ6rT6P5j7HdB']
Bonez MC	Maxwell	7	['1uGERQ2DVv7j9WSsWzOHVp', '5G1Iib7IiGeXu9Ar5EItsx', '6ciUAqm3B0sJU57CJIAOby', '1Jnl8QKwc6NBLNbYahGExG', '3AOVbKm3vZl17WfEhILSw6', '6hjck7ERXicpsW51UkdHCA', '05Mp2UJulSttxQ4E6hQPH3']
Capital Bra	Samra	6	['2qtugq9ERONyBQzkODaA5q', '78CLZUWhsxIDwObCKOh1fh', '3eMwf7uAEn1VJcmd12gMmi', '0eKKoqxVuKTQAfzNXlCeCD', '30SRaBBNE1hF4vPRUVI6hY', '3lr7xUKPIBRmOWwGY2JNSH']
Capital Bra	Ufo361	5	['638rZDq4P6MpTF3iQe8EDI', '3xZAsF5FS5WgT4UDFXYJxx', '0d0d2CuQSQDF7Q7vNhwA3i', '7ecGSqT8Ulbzhs5QwgWGVN', '4xAWQ2iRnQy35YRKgwBjES']
KitschKrieg	Trettmann	5	['4Nip6oiJU24LqcUEi7u19S', '3irKuchN2iCEcFQKPGOBNx', '610WYIsrvfJyEXTbtz45Mm', '5gGy6V9LSvMWjYECDTcvxf', '7AwPgamlOy97TfTIXDvb4S']
