artist_1	artist_2	count	song_ids
Capital Bra	Samra	30	['1vbkGTBLNJYRvT5GJlWXLf', '5A8bAcbuHmiWKSsEIptv0z', '0IYeDX2PULhKBySpB2mYmF', '6jnDTH0mVCdCFn0Hp5MI9g', '2kkcJ8tSDV42LdWcPjy6We', '79QY2nAPZA9NqN66fvD8AH', '4yoqO3xixoJN4lxysk6aFB', '48MObOqsm6N19vdc3AdYsu', '0AKDcdzjQ7CNjrqfXgwnMt', '1ag6DENIjtcmRFCx5JjUng', '1VEMUkGFio5uURvN8x1DZJ', '5sdQ7VUx6GOfsRoSxnK1YG', '0eKKoqxVuKTQAfzNXlCeCD', '3tvgQvCRAzZrVelEy3ca0t', '1mdJ39D1lrR3aWIOhgeNaE', '4Rif4wqdvzy84dhP1apC4Y', '7gIORSoIKw1q4BtD9xLv6K', '1EEif6kePd2mu4c0bDbuSZ', '3ME2RHvx9JyVQjFFMbLIvt', '6fDC5DIa4bt6NbPZWR1yxM', '67ojvEGRPAUCOohuMPqoRC', '3VyRiEUfiieIiF4kVrS1CF', '5h10tw9LYCWPFgqJttM2U0', '5BQwQDyMKyo4GCV7cDId21', '2pfio0uHpT4USTPBNeTIWo', '0Dlcu2fgHklOnajVu2dUNU', '6AFIVhbJLR7YVvW9fLFMu1', '3drwaFqLSEjqzjNRbjap0R', '2JGCmuEB2wYvxyBuuXSfDu', '3lr7xUKPIBRmOWwGY2JNSH']
LX	Maxwell	23	['5uiiPMD59eUxBPIqQYHMjV', '3Zg80xruh2KHx3jXrkSz6u', '15hozX1BAMMndIG7ovyDZ7', '6vqwNBT87x37nNvfmuNTaJ', '5M4IVueKXd2OntcoUHIxdr', '4okbXrQBKk6BBhiQm3BX5m', '1X9Ac0NjNPyOnCfHsDIZJC', '3gH7k48SZMTMdn4GUaIaZR', '5cvYlcirJE7ALU7Y65UtYk', '06A8IAZELgqnjQTaISHxXc', '2Y6m0Qh5HvO3rikg7dlCav', '7fhVx7OtJaWz6GB9RoR2FB', '07MPytx5xrnK6zJK5RbFSR', '2G2VgJR9JPOZ1uNYw5HjaI', '25nlS0F60UxPJtpSGAhsPP', '6npNOhKIiAHRzlLkbIEKpL', '1ItPzUiqRo9GU0y2bnoxnG', '55tfVeSqRDTLAFKjONxlq0', '2rc6GSVnk0qWLthc3NtTpr', '5IG08srHq9HrBt7Fbsxdz1', '0kLA41xkWzzYzMIEGFuDkP', '1oBsrVp5CpLVpxX0WdHQvt', '79ADo3AvvlZKOVr4lrlToG']
Azet	Zuna	19	['4l39FpxE1Gq0G6T2wMaabb', '3gs4lX2JSAFc8v8piogE3i', '23N0z3XkwS2ErcNKsgCWAb', '4CBmq7qDSuIna6QhW11hYv', '6eWgN8PoowGfqvDYVPxZAq', '26pr9oLIVAc1L62F2exIRT', '0zhIsKJiASrRn0k3kRLnAj', '31Zs71Yb7YoPlFx2p1uKRX', '0qzX2dAs1otoAABKNHUwRb', '5dhon2CluRK2u1m8hJHmk6', '1EBK8F9hcrAQo2OGJ66ILb', '1wtKmJbFITh1WRz70QWksh', '2E65WRtNfdWZjnIEaah9fA', '0EDfHoIv0QzEybexqdnYkI', '3aYAAXlB1yvUs5MJ0FI3bh', '7varEevkxnTyw3qufGfE6V', '7DPU8m1PkKE6t1uekL4Fm4', '61A9J4906Zkuqd22oasZVR', '0RjhrAgD7bSYBi0fyqX616']
KitschKrieg	Trettmann	17	['4Nip6oiJU24LqcUEi7u19S', '2e5o25udr5nhMuklOTZUME', '2xdUpWc9ze3Id96OPKmons', '7GsjIMQUooKbmPL6AzOR3d', '0mNUJ3jK7QnbEz0mcPkTlq', '22ET3BvBsXcGiwxy1uXPbU', '5thTifzv6XFkdaQSrV6Pqk', '5V2skqFSSxGaZt4vIPZq9z', '796oowuQ9rWmIgOmmSirKh', '23XgusOb0SLiIMnUKmiB3V', '1rn5uhAxbKLliAPwOYKoVj', '3YHs4REANQ6TVDWFsrBaFA', '1rciHe0jRJnF3J6CuAwOH0', '4u5MscVA10KEZQWUWh1n1N', '1BPeDi69y1PIqB9Hnc5DVu', '7AwPgamlOy97TfTIXDvb4S', '5U0xzeW4o26c0bzDxafwQ6']
Capo	Nimo	15	['5T0W70OajiqDhVi91gmnFg', '6ujq8IjOGkbJrp09qarW1E', '4DLJZFrTRrIO7hdPAiqlmh', '5ryCDI7vwLZp2PyHRdXGLC', '6sOEMx5vECgoCAyIU9eb7b', '0HKQM0ehEP4MLRzBc3ypiv', '0dGSOCj6hdV5Nr0V8FjONc', '6UcDLqJ1WUBJsnLWkSeEd9', '0Kd1QMAhIFhqltE5eQkVzX', '5erXSPunefKTlYNuZb3SMk', '08OFGhKf7mK1BGhzMtXaqo', '308tiF4zDMle4qz7fg0w7K', '3TMW1GOB1lsmvf8er2dE8g', '7oucWf5O0GQOdUWTAIGP9u', '3iayJxWUAHaKN9B8IKvTDX']
Bonez MC	RAF Camora	8	['6wHRm1KR8pzVDPdmR6Qovj', '4UOXo3xWnxYdTf3sFyRaUG', '3ViSFt768Kx9FRDRnyad2j', '4HIv1dRF270YMyfvuxnF0d', '2SRVj6ceeIffVEm9NFyRHI', '7CzSP7spDpZBP8edbtPIwI', '4Bj3usjRTckEJARO0dLbDf', '05Mp2UJulSttxQ4E6hQPH3']
Bonez MC	LX	8	['5uiiPMD59eUxBPIqQYHMjV', '5cvYlcirJE7ALU7Y65UtYk', '2LajDi2g0nNpMdUjJLXoWE', '6npNOhKIiAHRzlLkbIEKpL', '1ItPzUiqRo9GU0y2bnoxnG', '0kLA41xkWzzYzMIEGFuDkP', '5M4IVueKXd2OntcoUHIxdr', '2rc6GSVnk0qWLthc3NtTpr']
Bonez MC	Maxwell	8	['5uiiPMD59eUxBPIqQYHMjV', '5cvYlcirJE7ALU7Y65UtYk', '6npNOhKIiAHRzlLkbIEKpL', '1ItPzUiqRo9GU0y2bnoxnG', '0kLA41xkWzzYzMIEGFuDkP', '5M4IVueKXd2OntcoUHIxdr', '05Mp2UJulSttxQ4E6hQPH3', '2rc6GSVnk0qWLthc3NtTpr']
Gzuz	LX	6	['5cvYlcirJE7ALU7Y65UtYk', '1ItPzUiqRo9GU0y2bnoxnG', '6vqwNBT87x37nNvfmuNTaJ', '0kLA41xkWzzYzMIEGFuDkP', '4okbXrQBKk6BBhiQm3BX5m', '3gH7k48SZMTMdn4GUaIaZR']
Gzuz	Maxwell	6	['5cvYlcirJE7ALU7Y65UtYk', '1ItPzUiqRo9GU0y2bnoxnG', '6vqwNBT87x37nNvfmuNTaJ', '0kLA41xkWzzYzMIEGFuDkP', '4okbXrQBKk6BBhiQm3BX5m', '3gH7k48SZMTMdn4GUaIaZR']
LX	Sa4	5	['5cvYlcirJE7ALU7Y65UtYk', '5IG08srHq9HrBt7Fbsxdz1', '1ItPzUiqRo9GU0y2bnoxnG', '0kLA41xkWzzYzMIEGFuDkP', '7fhVx7OtJaWz6GB9RoR2FB']
Maxwell	Sa4	5	['5cvYlcirJE7ALU7Y65UtYk', '5IG08srHq9HrBt7Fbsxdz1', '1ItPzUiqRo9GU0y2bnoxnG', '0kLA41xkWzzYzMIEGFuDkP', '7fhVx7OtJaWz6GB9RoR2FB']
Capital Bra	Summer Cem	5	['2QpxC2yag7Ec7Ut1dovXKb', '43DtCXAz2qUJ4YiTX6ICT0', '2nPJnablplDgVVgSDF9BAs', '4BD9yUEFI07WaDJ381DDMq', '38lQ7lYhN3eSWepnZHaiBF']
KC Rebell	Summer Cem	5	['3nTDSbzJoMnqcxWbVVrpza', '43DtCXAz2qUJ4YiTX6ICT0', '51YPOqWSkItMD6R0qEJ7WI', '4BD9yUEFI07WaDJ381DDMq', '38lQ7lYhN3eSWepnZHaiBF']
Ezhel	Ufo361	5	['2KlbLTnQ5Wch2oOelW0Y2k', '78aLTdpQZab1Cd7HYvxI3P', '7sQbCBojrgRh2V6mKqVm12', '4tT9mBO8n3pEuCeUDnzE4s', '44Fc0oSgRn1MFwu18TcY8S']
Capital Bra	Kalazh44	5	['4Rif4wqdvzy84dhP1apC4Y', '1EEif6kePd2mu4c0bDbuSZ', '2QPyhgmVuQ9baEval2D46C', '5h10tw9LYCWPFgqJttM2U0', '6jnDTH0mVCdCFn0Hp5MI9g']
Loredana	Mozzik	5	['5sMugAU31Ug5SAUUbhBIKU', '6qgskTqkdSMpCIPoCJCEJq', '52UVKsw31NTOCTNPTpwbFJ', '3uB8KqnEoQq5bTQ1JFHJ7Y', '5UtiebKGhsSce9gX1qCqic']
King Khalil	Lil Lano	5	['6Xt6kg1kGrZCi4gJhijxeT', '3hXGbPkJH6LWRoRoMu7N9H', '51pBoDMHvBHR6TmD09OAz7', '5NeBjckaIO8WifFBEgnkTC', '3mulaE9xF8LhmwZN61kHvS']
Post Malone	Swae Lee	4	['7dbka99KTWke5o9hRp0JoB', '0RiRZpuVRbi7oqRdSMwhQY', '3KkXRkHbMCARz0aVfEt68P', '4VqTRBvYg0z8C4nsl4Hupy']
Bonez MC	Gzuz	4	['5cvYlcirJE7ALU7Y65UtYk', '4Bj3usjRTckEJARO0dLbDf', '1ItPzUiqRo9GU0y2bnoxnG', '0kLA41xkWzzYzMIEGFuDkP']
