source	target	weight	avg_streams
dance pop	pop	190	8494509.122448979
pop	pop	160	8917200.777777778
pop rap	rap	154	5248284.825
pop	post-teen pop	144	8562016.787234042
uk hip hop	uk hip hop	131	7099227.013333334
rap	trap	130	6629746.414285715
pop	pop rap	119	5913775.065789472
grime	uk hip hop	117	7658449.083333332
rap	rap	105	5737329.907894737
pop	tropical house	105	8019784.3
pop	rap	101	4408728.737704918
hip hop	rap	100	5664629.631578947
pop rap	trap	90	5850098.333333332
dance pop	post-teen pop	87	9864706.49122807
dance pop	tropical house	85	8258034.777777777
edm	pop	84	8131321.102040816
hip hop	pop rap	71	6455248.813953487
dance pop	edm	69	8741444.0
rap	southern hip hop	66	4957385.365853659
dance pop	dance pop	66	8351614.02
uk drill	uk hip hop	64	4399064.9655172415
dance pop	pop rap	63	6406796.888888889
pop	trap	62	3633883.763157895
melodic rap	rap	58	5746656.951219512
pop rap	pop rap	58	6768521.066666666
hip hop	trap	52	6512273.228571429
pop	uk pop	52	12324121.92857143
post-teen pop	tropical house	51	7805065.390243903
dance pop	rap	50	3800134.35483871
electropop	pop	49	7333922.676470588
london rap	uk hip hop	46	7898399.541666668
edm	tropical house	46	9283322.73076923
hip hop	pop	46	4907849.107142857
pop rap	southern hip hop	44	6062101.925925926
melodic rap	trap	43	7014829.028571429
pop	uk dance	43	11530434.76923077
edm	post-teen pop	42	8317515.666666668
dance pop	uk dance	40	10810543.739130436
house	pop	40	12546677.826086955
pop rap	post-teen pop	40	6874163.352941178
melodic rap	pop rap	39	4528907.228571429
southern hip hop	trap	38	4418935.727272728
atl hip hop	rap	37	6926907.25
trap	trap	37	5115552.0
dance pop	trap	35	2717510.75
dance pop	house	34	11871239.6
dance pop	uk pop	32	13091755.961538462
post-teen pop	post-teen pop	32	11791500.5
tropical house	tropical house	30	9081189.884615384
tropical house	uk pop	30	11256895.2
grime	grime	30	5534528.75
tropical house	uk dance	29	11429662.294117644
pop	southern hip hop	29	3085282.111111112
electro house	pop	28	6828107.666666668
dance pop	electropop	28	6406564.75
rap	uk hip hop	28	2882769.1818181816
melodic rap	pop	28	3948071.8
manchester hip hop	uk hip hop	27	8552221.933333334
edm	uk pop	27	11319462.125
house	tropical house	26	10903747.529411763
grime	uk drill	26	4813551.647058823
pop	r&b	25	6358776.333333332
pop rap	r&b	25	3603693.0
r&b	rap	25	3541380.3684210526
atl hip hop	pop rap	24	5180102.0
post-teen pop	rap	24	5182907.833333333
pop rap	uk hip hop	24	4124057.461538462
grime	london rap	24	8078365.375
post-teen pop	uk dance	23	9803927.444444444
hip hop	hip hop	23	6107856.842105263
electropop	post-teen pop	23	8093311.05
hip hop	southern hip hop	23	7784189.153846154
canadian pop	pop	23	11350061.2
edm	uk dance	22	11566269.25
rap	urban contemporary	22	1187393.7272727273
miami hip hop	rap	22	2833542.0
edm	house	21	10702147.642857144
latin	pop	21	2944295.6153846155
