source	target	weight	avg_streams
dance pop	pop	138	8794757.929577464
pop	pop rap	112	7530669.3773584915
pop	pop	95	9055383.2
pop	post-teen pop	87	9663165.327586208
pop	rap	85	6042282.068181817
dance pop	pop rap	77	7927630.755555555
pop	tropical house	73	8694474.543478262
hip hop	pop	68	6161292.696969697
dance pop	post-teen pop	67	9317803.244444443
pop	trap	65	7038682.787878787
edm	pop	65	7762074.8
pop rap	rap	63	6557543.8125
baile pop	funk carioca	62	12942325.0
hip hop	pop rap	59	8232435.846153846
funk carioca	funk carioca	58	13235886.840909092
dance pop	tropical house	57	8820859.055555556
pop rap	post-teen pop	57	8386228.289473684
hip hop	rap	55	6611463.5
dance pop	edm	52	7592427.457142858
pop rap	trap	52	8108118.5625
funk carioca	funk ostentacao	51	12135694.24
dance pop	rap	51	6106596.666666668
dance pop	dance pop	49	9528711.432432432
rap	trap	47	7908639.214285715
hip hop	trap	44	7498780.1
dance pop	trap	41	7686635.407407408
post-teen pop	rap	40	6517312.172413792
dance pop	hip hop	39	6906809.692307693
pop rap	pop rap	38	8090711.857142857
edm	post-teen pop	38	8754773.757575758
post-teen pop	tropical house	38	9534853.363636363
pop	southern hip hop	37	6435776.769230769
hip hop	post-teen pop	35	6908838.88
electropop	pop	34	10972236.576923076
sertanejo	sertanejo universitario	32	8436545.291666666
atl hip hop	pop	31	6456392.0
post-teen pop	trap	31	8556923.913043479
funk carioca	sertanejo universitario	31	12695405.24137931
electro house	pop	30	7297913.739130435
rap	rap	30	7281670.461538463
sertanejo pop	sertanejo universitario	30	10120552.0
funk carioca	sertanejo pop	30	12750974.07142857
edm	tropical house	28	6283305.4375
brazilian edm	funk carioca	27	13659176.6
hip hop	hip hop	27	4941501.428571428
dance pop	electro house	25	7830255.35
pop rap	southern hip hop	23	9982054.8
pop rap	tropical house	22	7671813.75
funk carioca	pop nacional	22	14646143.9
dance pop	southern hip hop	22	6917017.5882352935
edm	pop rap	21	6508432.6875
atl hip hop	dance pop	21	6484965.222222223
sertanejo universitario	sertanejo universitario	21	10250208.523809524
baile pop	baile pop	20	13921931.388888888
pop	uk dance	20	5595147.333333333
baile pop	funk ostentacao	19	8149000.666666668
hip hop	southern hip hop	19	4941501.428571428
rap	southern hip hop	19	6856688.25
sertanejo	sertanejo pop	19	7444566.888888889
funk carioca	sertanejo	19	12771038.166666664
dance pop	electropop	19	11218486.5
funk ostentacao	funk ostentacao	18	9354842.111111112
pop rap	urban contemporary	18	10904072.125
post-teen pop	post-teen pop	18	10651997.333333334
brazilian edm	funk ostentacao	17	10311558.1
post-teen pop	southern hip hop	17	8241432.125
trap	trap	17	7768605.777777777
funk carioca	funk das antigas	17	18924454.14285714
baile pop	sertanejo pop	17	12805196.88235294
baile pop	sertanejo universitario	17	12805196.88235294
brazilian edm	pop nacional	17	27504898.818181816
electro house	post-teen pop	17	7799955.176470588
dance pop	uk dance	16	6403836.2727272725
atl hip hop	rap	16	6940030.2
melodic rap	rap	16	7666622.666666668
pop	urban contemporary	16	9451999.0
southern hip hop	trap	16	7768605.777777777
electropop	tropical house	16	11132285.384615384
tropical house	tropical house	16	6944091.0
latin	pop	16	9767364.538461538
pop	uk pop	16	7884322.857142857
pop	progressive house	15	6969376.0
rap	urban contemporary	15	7997167.142857143
atl hip hop	post-teen pop	15	7209716.4
baile pop	pop nacional	15	14376755.642857146
hip hop	urban contemporary	14	10086557.375
canadian pop	pop rap	14	11267768.2
atl hip hop	pop rap	14	4611330.875
melodic rap	pop rap	14	6151742.875
melodic rap	pop	14	9746719.0
electropop	post-teen pop	14	11753253.357142854
electro house	pop rap	13	5437949.555555556
dance pop	progressive house	13	7828721.6
conscious hip hop	pop	13	7518271.625
canadian pop	pop	13	11080403.25
canadian pop	hip hop	13	8991727.25
canadian pop	rap	13	8991727.25
funk das antigas	sertanejo pop	13	13081348.615384614
funk das antigas	sertanejo universitario	13	13081348.615384614
brazilian edm	brazilian edm	13	25322100.55555556
edm	electropop	13	9983805.090909092
dance pop	latin	13	5960380.833333332
conscious hip hop	hip hop	12	6481719.25
conscious hip hop	pop rap	12	6481719.25
conscious hip hop	trap	12	6481719.25
hip hop	new orleans rap	12	6481719.25
new orleans rap	pop rap	12	6481719.25
atl hip hop	hip hop	12	5611192.333333333
hip hop	melodic rap	12	7359738.833333332
indie poptimism	pop	12	8964981.888888888
pop	reggaeton	12	10491933.363636363
post-teen pop	uk dance	12	6995239.454545454
pop nacional	sertanejo universitario	12	17778760.083333332
pop	r&b	12	7472512.7
latin	tropical	12	18298390.33333333
house	pop	11	4649471.75
conscious hip hop	rap	11	6481719.25
dirty south rap	pop rap	11	10402486.0
dirty south rap	rap	11	10402486.0
miami hip hop	rap	11	9823031.6
new orleans rap	rap	11	6481719.25
dance pop	melodic rap	11	9746719.0
melodic rap	trap	11	8069117.0
funk carioca	pagode baiano	11	26932062.0
edm	edm	11	3588965.333333333
dance pop	uk pop	11	8635967.3
baile pop	brazilian edm	10	10424922.6
pop rock	rap	10	7953891.0
pop rap	pop rock	10	6287820.142857143
dirty south rap	hip hop	10	7049026.75
miami hip hop	pop rap	10	12204961.0
canadian pop	dance pop	10	13316764.444444446
trap	urban contemporary	10	14706426.6
dance pop	reggaeton	10	5996009.8
pop	tropical	10	9363900.111111112
edm	trap	10	5295481.2
trap	tropical house	10	5295481.2
edm	rap	10	5853944.333333332
rap	tropical house	10	5853944.333333332
dance pop	urban contemporary	10	9871058.5
dance pop	r&b	10	7777995.333333332
dance pop	house	9	5308413.0
pop rap	uk dance	9	7742002.833333332
chicago rap	hip hop	9	8334507.0
chicago rap	pop rap	9	8334507.0
chicago rap	rap	9	8334507.0
chicago rap	trap	9	8334507.0
hip hop	miami hip hop	9	8334507.0
canadian pop	trap	9	8334507.0
sertanejo	sertanejo	9	2817426.888888888
dance pop	funk carioca	9	17015885.5
funk carioca	pop	9	17015885.5
funk carioca	pop rap	9	16750353.0
detroit hip hop	pop	9	4508843.6
electro house	rap	9	4919174.75
sertanejo pop	sertanejo pop	9	13129003.666666664
latin	latin	9	19802556.85714286
latin	reggaeton	9	19802556.85714286
pop rap	r&b	9	11056047.8
r&b	rap	9	5576639.0
big room	pop	9	7975771.0
pop	pop edm	9	6784709.142857143
hip hop	rock	9	603552.5
edm	uk pop	9	7190407.875
tropical house	uk pop	9	7190407.875
house	pop rap	8	4977655.8
pop rap	progressive house	8	4977655.8
dirty south rap	pop	8	9941916.285714284
post-teen pop	urban contemporary	8	10756957.625
dirty south rap	trap	8	10402486.0
miami hip hop	trap	8	9823031.6
new orleans rap	pop	8	6481719.25
new orleans rap	trap	8	6481719.25
atl hip hop	trap	8	5719361.0
melodic rap	post-teen pop	8	9746719.0
baile pop	dance pop	8	19771396.2
baile pop	pop	8	19771396.2
baile pop	funk das antigas	8	26459722.33333333
brega funk	funk carioca	8	8707576.75
funk carioca	mpb	8	7408614.625
indie poptimism	tropical house	8	11320944.57142857
latin	post-teen pop	8	12219816.857142854
dance pop	detroit hip hop	8	5227458.75
electro house	trap	8	4919174.75
funk ostentacao	sertanejo universitario	8	13669324.375
pop nacional	sertanejo pop	8	18561249.0
latin	latin pop	8	19802556.85714286
hip hop	r&b	8	5576639.0
big room	dance pop	8	8911937.5
dance pop	pop edm	8	6894655.333333332
brazilian hip hop	trap brasileiro	8	19799121.0
hip hop	modern rock	8	923356.0
modern rock	pop rap	8	923356.0
pop rap	rock	8	923356.0
pop rock	trap	7	5236380.2
dirty south rap	post-teen pop	7	9941916.285714284
baile pop	edm	7	21469665.5
baile pop	electro house	7	21469665.5
baile pop	pop rap	7	20128358.25
baile pop	tropical house	7	21469665.5
edm	funk carioca	7	21469665.5
electro house	funk carioca	7	21469665.5
funk carioca	tropical house	7	21469665.5
funk das antigas	pop nacional	7	20296493.57142857
pagode baiano	pop nacional	7	20296493.57142857
baile pop	sertanejo	7	11599112.57142857
funk das antigas	sertanejo	7	11189012.285714284
axe	funk carioca	7	12935310.857142854
funk carioca	pagode	7	12838794.857142854
brazilian edm	electro house	7	35086751.8
pop nacional	pop nacional	7	31195269.42857143
electro house	tropical house	7	6147485.5
moombahton	pop	7	9137360.75
dance pop	tropical	7	3655085.7142857136
edm	hip hop	7	7008762.0
hip hop	tropical house	7	7008762.0
post-teen pop	progressive house	7	8910369.42857143
funk ostentacao	sertanejo pop	7	13629537.42857143
pop rap	viral pop	7	3907773.0
post-teen pop	r&b	7	5987097.166666668
brazilian hip hop	pop nacional	7	7412635.75
latin pop	reggaeton	7	19802556.85714286
hip pop	pop	7	14363588.6
pop	queens hip hop	7	14363588.6
edm	electro house	7	3045136.0
brazilian edm	sertanejo universitario	7	25376314.42857143
pop	viral pop	7	8814392.42857143
rap	rock	7	603552.5
brazilian hip hop	brazilian hip hop	7	19799121.0
pop rock	southern hip hop	6	5236380.2
conscious hip hop	dance pop	6	6601071.666666668
miami hip hop	pop	6	10444593.4
chicago rap	pop	6	8334507.0
baile pop	pagode baiano	6	28996265.2
electro house	pop nacional	6	37207532.0
baile pop	moombahton	6	22511704.666666668
funk carioca	moombahton	6	22511704.666666668
electropop	pop rap	6	6805839.333333332
dance pop	moombahton	6	7451860.2
post-teen pop	tropical	6	14461642.0
edm	southern hip hop	6	4449171.333333333
southern hip hop	tropical house	6	4449171.333333333
folk brasileiro	pop nacional	6	17864246.333333332
nova mpb	pop nacional	6	17864246.333333332
latin	latin hip hop	6	21310402.0
hip hop	pop rock	6	6962578.666666668
electropop	indie poptimism	6	11003202.0
big room	post-teen pop	6	9311218.166666666
tropical house	uk dance	6	6712270.0
modern rock	rap	6	923356.0
modern rock	trap	6	923356.0
rock	trap	6	923356.0
conscious hip hop	southern hip hop	5	6481719.25
conscious hip hop	post-teen pop	5	7459792.8
miami hip hop	post-teen pop	5	10444593.4
new orleans rap	southern hip hop	5	6481719.25
atl hip hop	southern hip hop	5	5719361.0
melodic rap	southern hip hop	5	5942625.8
dance pop	funk das antigas	5	19771396.2
funk das antigas	pop	5	19771396.2
dance pop	pagode baiano	5	19771396.2
pagode baiano	pop	5	19771396.2
baile pop	brega funk	5	7815285.0
pagode baiano	sertanejo pop	5	11998429.6
pagode baiano	sertanejo universitario	5	11998429.6
funk carioca	samba reggae	5	10019450.8
dance pop	indie poptimism	5	8237120.666666668
danish pop	pop	5	8237120.666666668
indie pop	pop	5	8237120.666666668
latin pop	pop	5	14800010.8
post-teen pop	reggaeton	5	14794849.2
electro house	hip hop	5	7112789.5
house	rap	5	4977655.8
progressive house	rap	5	4977655.8
rap	uk dance	5	4977655.8
electro house	southern hip hop	5	5285143.0
house	trap	5	4977655.8
progressive house	trap	5	4977655.8
trap	uk dance	5	4977655.8
funk ostentacao	sertanejo	5	16469233.8
mpb	sertanejo pop	5	9909738.4
mpb	sertanejo universitario	5	9909738.4
atl hip hop	melodic rap	5	7909883.0
latin hip hop	latin pop	5	21310402.0
reggaeton	tropical	5	21067225.6
latin pop	tropical	5	21310402.0
dance pop	hip pop	5	14363588.6
dance pop	queens hip hop	5	14363588.6
latin hip hop	pop	5	13145243.2
electropop	electropop	5	11003202.0
forro	funk carioca	5	16302187.5
pop edm	post-teen pop	5	5573018.0
canadian pop	edm	5	17908164.6
canadian pop	tropical house	5	16082338.5
deep funk ostentacao	funk carioca	5	12394496.666666664
post-teen pop	uk pop	5	12789130.4
atl hip hop	edm	5	4746581.4
atl hip hop	tropical house	5	4746581.4
latin	pop rap	5	1940453.0
pop rap	reggaeton	5	1940453.0
funk carioca	latin	5	13751998.25
funk carioca	reggaeton	5	13751998.25
pop	trap soul	5	8715072.75
pop rap	trap soul	5	12817822.5
conscious hip hop	urban contemporary	4	6583894.0
canadian pop	conscious hip hop	4	8991727.25
conscious hip hop	new orleans rap	4	6481719.25
canadian pop	urban contemporary	4	7577514.25
dirty south rap	melodic rap	4	7049026.75
melodic rap	miami hip hop	4	6324708.75
edm	funk das antigas	4	21469665.5
electro house	funk das antigas	4	21469665.5
funk das antigas	pop rap	4	20128358.25
funk das antigas	tropical house	4	21469665.5
edm	pagode baiano	4	21469665.5
electro house	pagode baiano	4	21469665.5
pagode baiano	pop rap	4	20128358.25
pagode baiano	tropical house	4	21469665.5
dance pop	pop nacional	4	18754299.0
pop	pop nacional	4	18754299.0
pop nacional	pop rap	4	18754299.0
baile pop	mpb	4	4504168.0
